EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
146,0,30,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,1,0,14,3,4,80,1,8,3,3,3,2,2,2
147,0,30,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,1,0,13,3,4,80,0,6,3,3,5,3,1,2
148,0,41,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,1,0,13,3,2,80,1,21,2,2,7,6,7,7
149,0,41,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,1,0,21,4,4,80,1,7,2,3,5,0,1,4
150,0,19,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,1,0,14,3,4,80,0,1,3,3,1,0,0,0
151,0,40,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,1,0,11,3,1,80,1,20,2,3,20,7,2,13
152,0,35,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,1,0,13,3,1,80,2,10,3,3,10,8,0,6
153,0,53,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,1,1,20,4,4,80,1,13,3,1,7,7,4,5
154,0,45,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,1,0,18,3,3,80,1,20,2,1,17,9,0,15
155,0,32,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,1,0,14,3,4,80,0,9,2,3,9,8,3,7
156,0,29,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,1,0,13,3,1,80,1,10,1,3,10,7,0,9
157,0,51,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,1,0,17,3,3,80,0,10,2,3,1,0,0,0
158,0,58,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,1,1,20,4,2,80,1,9,3,2,1,0,0,0
159,0,40,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,1,0,11,3,1,80,1,15,2,2,12,11,2,11
160,0,34,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,1,0,18,3,4,80,1,6,3,3,4,3,1,2
161,0,22,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,1,0,24,4,1,80,2,2,6,3,2,2,2,2
162,0,27,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,1,0,18,3,4,80,1,6,1,1,2,2,2,2
163,0,28,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,1,0,11,3,3,80,1,5,2,1,5,2,0,2
164,0,57,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,1,1,16,3,2,80,1,12,2,1,5,3,1,4
165,0,27,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,1,1,15,3,4,80,1,1,2,2,1,1,0,1
166,0,50,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,1,0,15,3,2,80,0,21,5,3,5,4,4,4
167,0,41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,1,0,12,3,1,80,1,13,2,3,9,8,1,8
168,0,30,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,1,0,12,3,3,80,1,12,2,3,10,9,7,4
169,0,38,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,1,0,22,4,3,80,0,12,2,4,8,3,0,7
170,0,32,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,1,0,20,4,1,80,0,8,2,3,5,4,1,4
171,0,27,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,1,1,16,3,4,80,1,6,3,2,5,2,1,1
172,1,19,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,1,0,21,4,1,80,0,1,5,4,0,0,0,0
173,0,36,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,1,0,12,3,3,80,0,13,3,2,8,7,7,2
174,0,30,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,1,0,11,3,3,80,2,12,4,3,12,9,6,10
175,0,45,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,1,1,11,3,1,80,1,9,3,4,5,4,0,3
176,0,56,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,1,1,18,3,3,80,1,19,3,3,2,2,2,2
177,0,33,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,1,0,14,3,1,80,0,4,2,4,3,1,0,2
178,1,19,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,1,0,22,4,3,80,0,1,3,2,1,0,1,0
179,0,46,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,1,0,25,4,3,80,3,24,2,3,24,13,15,7
180,0,38,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,1,0,12,3,3,80,0,2,3,3,2,2,2,1
181,0,31,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,1,1,23,4,3,80,1,7,0,3,4,2,0,2
182,0,34,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,1,0,15,3,4,80,0,9,3,3,3,2,1,2
183,1,41,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,1,1,22,4,4,80,0,4,5,2,4,3,0,2
184,0,50,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,1,0,15,3,4,80,1,5,2,2,3,2,0,2
185,0,53,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,1,0,11,3,3,80,2,5,3,3,4,2,1,3
186,0,33,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,1,0,13,3,4,80,1,8,5,3,8,7,1,6
187,0,40,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,6499,1,1,0,14,3,2,80,1,21,2,3,20,8,9,9
188,0,55,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,1,0,11,3,4,80,0,36,3,3,24,15,2,15
189,0,34,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,1,0,17,3,3,80,0,10,2,2,10,9,1,9
190,0,51,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,1,0,18,3,3,80,0,21,6,3,7,7,1,0
191,0,52,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,0,1,0,14,3,1,80,1,34,5,3,33,18,11,9
192,0,27,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,1,0,16,3,4,80,0,7,2,2,7,7,0,3
193,1,35,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,1,1,13,3,1,80,0,8,1,3,1,0,0,1
194,0,43,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,1,0,14,3,4,80,3,7,3,4,5,4,2,2
195,0,45,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,1,0,23,4,4,80,1,22,1,3,20,8,11,8
196,0,37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,1,1,12,3,1,80,1,8,3,2,8,7,1,7
197,0,35,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,1,0,11,3,4,80,0,10,5,3,6,2,1,2
198,0,42,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,1,0,16,3,2,80,1,11,5,3,5,3,0,2
199,0,38,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,1,0,14,3,2,80,0,14,3,3,1,0,0,0
200,0,38,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,1,0,18,3,1,80,1,9,3,1,7,7,1,7
201,0,27,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,1,0,19,3,3,80,1,6,1,3,2,2,2,0
202,0,49,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,1,1,15,3,1,80,2,7,0,3,7,7,1,7
203,0,34,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,1,1,17,3,4,80,1,5,4,4,5,3,2,0
204,0,40,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,1,1,15,3,3,80,1,15,2,4,7,2,3,7
205,1,38,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,1,1,19,3,2,80,0,17,2,3,1,0,0,0
206,1,29,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,1,0,22,4,4,80,3,10,3,2,10,4,1,9
207,0,22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,1,1,16,3,1,80,1,4,2,2,4,2,2,2
208,0,36,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,1,0,13,3,1,80,0,8,2,3,8,1,1,7
209,0,40,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,1,0,14,3,4,80,1,5,5,1,3,2,0,2
210,0,46,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,1,0,16,3,3,80,1,17,3,3,4,2,0,3
211,1,32,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,1,0,11,3,3,80,0,14,2,2,14,8,9,8
212,0,30,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,1,0,22,4,3,80,0,12,2,3,11,8,5,8
213,0,27,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,1,0,14,3,4,80,0,7,2,3,7,7,0,7
214,0,51,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,1,0,16,3,4,80,2,16,5,1,10,9,4,7
215,1,30,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,1,1,11,3,3,80,0,8,5,3,5,2,0,4
216,0,41,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,14674,3,1,1,18,3,3,80,0,16,3,3,1,0,0,0
217,1,30,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,1,0,15,3,3,80,0,9,5,2,6,3,0,1
218,1,29,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,1,0,14,3,4,80,0,7,1,2,6,2,1,5
219,0,45,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,1,0,12,3,4,80,0,23,2,3,19,7,12,8
220,0,54,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,1,0,14,3,4,80,1,16,4,3,6,2,0,5
221,0,36,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,1,0,16,3,4,80,0,16,3,4,13,11,3,7
222,0,33,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,1,0,21,4,4,80,0,7,3,3,3,2,1,1
223,0,37,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,1,1,14,3,3,80,3,10,1,3,10,8,0,7
224,0,38,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,1,0,12,3,3,80,2,17,6,2,16,10,5,13
225,0,31,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,1,0,12,3,4,80,1,6,2,3,5,4,1,4
226,0,59,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,1,0,17,3,1,80,1,7,6,3,1,0,0,0
227,0,37,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,1,0,17,3,3,80,1,13,2,3,9,8,5,8
228,0,29,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,1,0,14,3,4,80,1,11,5,3,11,10,4,1
229,0,35,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,1,0,14,3,1,80,0,10,3,4,10,7,0,8
230,1,29,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,1,1,13,3,3,80,0,4,3,2,4,3,0,1
231,0,52,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,1,0,15,3,2,80,0,6,3,2,2,2,2,2
232,0,42,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232,4933,1,1,0,11,3,4,80,0,22,3,3,22,17,11,15
233,0,59,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,1,0,17,3,4,80,0,7,2,2,2,2,2,2
234,0,50,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,1,0,11,3,3,80,1,32,3,2,7,0,0,6
235,1,33,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,1,1,13,3,3,80,1,8,2,1,5,4,0,4
236,0,43,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,1,1,22,4,3,80,1,22,3,3,17,13,1,9
237,1,33,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,1,0,20,4,1,80,0,13,3,4,9,7,1,7
238,0,52,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,1,1,18,3,4,80,0,33,2,4,33,7,15,12
239,0,32,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,1,0,11,3,1,80,1,6,5,3,4,3,1,2
240,1,32,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,1,1,14,3,4,80,0,4,2,1,3,2,1,2
241,0,39,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,1,0,14,3,3,80,3,7,1,3,3,2,1,2
242,0,32,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,1,0,18,3,1,80,0,4,2,3,3,2,2,2
243,0,41,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,1,0,16,3,1,80,2,17,2,2,1,0,0,0
244,0,40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,1,0,17,3,1,80,2,9,3,3,9,8,4,7
245,0,45,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,0,1,0,11,3,3,80,1,25,2,3,24,0,1,7
246,0,31,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,1,0,12,3,1,80,1,9,3,3,2,2,2,2
247,0,33,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,1,0,13,3,3,80,1,2,2,2,2,2,0,2
248,0,34,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,1,0,13,3,2,80,1,13,3,3,11,9,5,9
249,0,37,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,1,0,14,3,1,80,1,17,2,2,3,1,0,2
250,0,45,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,1,0,17,3,4,80,1,9,1,3,3,2,0,2
251,1,37,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,1,0,11,3,2,80,2,17,5,3,1,0,0,0
252,0,39,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,1,0,25,4,4,80,0,20,1,3,19,6,11,8
253,0,29,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,1,0,19,3,1,80,0,6,1,3,6,5,1,5
254,0,42,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,1,1,13,3,3,80,0,10,1,3,3,2,0,2
255,0,29,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,1,0,14,3,4,80,1,10,2,3,3,2,0,2
256,0,25,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,1,0,12,3,4,80,2,5,3,3,4,2,1,2
257,0,42,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,1,1,11,3,3,80,1,10,4,3,9,6,7,8
258,0,40,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,1,0,19,3,4,80,1,22,5,3,21,7,3,9
259,0,51,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,1,0,11,3,2,80,0,1,0,2,1,0,0,0
260,1,31,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,1,0,11,3,2,80,0,6,2,4,5,4,1,4
261,0,32,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,1,0,20,4,3,80,0,5,3,1,5,1,0,3
262,0,38,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,1,0,18,3,4,80,1,13,0,3,8,7,7,5
263,0,32,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,1,0,13,3,4,80,0,9,5,3,6,2,0,4
264,0,46,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,1,1,12,3,2,80,1,28,2,2,7,7,7,7
265,1,28,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,1,0,11,3,3,80,0,5,5,1,0,0,0,0
266,0,29,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,1,0,19,3,2,80,2,10,2,3,0,0,0,0
267,0,31,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,1,0,21,4,2,80,1,10,2,3,9,0,7,8
268,0,25,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,1,0,12,3,4,80,2,6,2,3,6,3,1,5
269,0,45,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,1,1,14,3,2,80,0,21,2,3,20,7,4,10
270,0,36,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,1,0,11,3,3,80,1,16,4,3,15,13,10,11
271,0,55,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,1,1,14,3,3,80,0,37,2,3,36,10,4,13
272,1,47,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,1,1,12,3,4,80,1,10,2,2,10,7,9,9
273,0,28,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,1,0,23,4,4,80,1,5,3,2,5,2,0,4
274,0,37,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,1,0,14,3,2,80,1,7,5,4,5,4,0,1
275,0,21,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,1,0,17,3,1,80,0,3,4,4,3,2,1,0
276,0,37,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,1,1,18,3,1,80,2,15,2,3,5,2,0,2
277,0,35,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,1,0,18,3,2,80,1,10,6,2,7,7,6,2
278,0,38,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,1,1,24,4,3,80,1,8,3,3,8,0,7,7
279,0,26,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,1,0,20,4,1,80,1,6,6,1,6,5,1,4
280,0,50,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,1,0,14,3,1,80,2,28,4,2,10,4,1,6
281,0,53,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,1,1,16,3,4,80,3,21,5,2,5,3,1,3
282,0,42,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,1,0,25,4,3,80,0,20,3,3,20,16,11,6
283,0,29,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,1,0,18,3,1,80,0,10,3,2,10,7,0,9
284,0,55,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,1,1,19,3,4,80,1,12,4,3,10,7,0,8
285,0,26,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,1,1,13,3,3,80,1,5,3,3,5,3,3,3
286,0,37,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,1,0,12,3,2,80,0,17,3,3,17,12,5,7
287,1,44,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,1,1,22,4,4,80,1,19,0,1,1,0,0,0
288,0,38,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,1,0,14,3,2,80,1,10,2,3,2,2,1,2
289,1,26,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,1,1,13,3,4,80,1,5,2,3,3,2,0,2
290,0,28,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,1,0,21,4,4,80,0,5,3,3,5,3,0,2
291,0,49,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,1,1,11,3,4,80,0,22,4,3,3,2,1,2
292,0,36,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,1,0,12,3,4,80,0,10,2,3,8,0,7,7
293,0,31,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,1,0,11,3,3,80,1,2,5,2,2,2,2,2
294,1,26,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,1,1,12,3,2,80,0,8,0,3,8,7,7,4
